STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : SAKARYA HENDEK ORMAN ISLETME MUD
EARTHQUAKE DATE         : 2017/07/20 22:31:09 (GMT)
EPICENTER COORDINATES   : 36.91980N-27.44350E
EARTHQUAKE DEPTH (km)   : 19.44
EARTHQUAKE MAGNITUDE    : 6.5 Mw
STATION ID              : 5405
STATION COORDINATES     : 40.79609N-30.73520E
STATION ALTITUDE (m)    : 173
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 101411
RECORD TIME             : 20/07/2017 22:31:58.000000 (GMT)
NUMBER OF DATA          : 42516
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 1.023915 (E-W) 1.107856 (U-D) 0.385138
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.008056      0.021830    -0.017672
    0.021310      0.015593    -0.021310
    0.013254      0.000260    -0.013514
    0.012214      0.004418    -0.011435
    0.024948     -0.001819    -0.013254
    0.014813     -0.008576    -0.010915
    0.009096      0.000520    -0.012474
    0.023389     -0.008576    -0.016632
    0.016632     -0.024169    -0.010915
    0.010655     -0.018711    -0.004938
    0.025208     -0.018451    -0.009096
    0.019751     -0.027807    -0.005198
    0.007796     -0.022349    -0.003378
    0.019231     -0.027547    -0.009356
    0.022349     -0.041320    -0.007017
    0.013514     -0.036123    -0.004678
    0.019751     -0.039761    -0.006237
    0.022609     -0.049637    -0.003378
    0.012734     -0.042360    -0.000260
    0.013514     -0.043140    -0.001299
    0.020270     -0.053795    -0.001040
    0.010395     -0.055354     0.000260
    0.012214     -0.060551     0.000260
    0.023389     -0.069387    -0.001559
    0.014033     -0.064969     0.004418
    0.014553     -0.063930     0.007277
    0.017932     -0.071986     0.002599
    0.007796     -0.068608     0.005717
    0.008056     -0.066529     0.003898
    0.015593     -0.082121     0.001299
    0.014033     -0.087059     0.004158
    0.009875     -0.077703     0.004678
    0.016632     -0.086799     0.009096
    0.010395     -0.096154     0.012214
    0.002859     -0.084720     0.010655
    0.013773     -0.086799     0.008836
    0.005977     -0.096674     0.008836
    0.001299     -0.094595     0.009615
    0.014553     -0.098493     0.008316
    0.007277     -0.102651     0.009615
   -0.001040     -0.102911     0.014293
    0.005198     -0.103431     0.014293
    0.008056     -0.103691     0.010135
    0.000780     -0.107589     0.010915
    0.001040     -0.108629     0.012994
    0.007796     -0.116425     0.014813
    0.000000     -0.120063     0.021310
    0.000260     -0.109148     0.018711
    0.001559     -0.111487     0.011954
   -0.008576     -0.117984     0.013254
   -0.006757     -0.117464     0.012994
    0.001299     -0.124741     0.011954
   -0.003119     -0.130718     0.015852
   -0.004418     -0.123701     0.021050
   -0.001559     -0.122402     0.019231
   -0.009096     -0.126560     0.016372
   -0.008576     -0.121622     0.018711
   -0.003638     -0.126040     0.018971
   -0.009615     -0.137475     0.018711
   -0.011954     -0.126560     0.018191
   -0.007277     -0.119024     0.015852
   -0.009356     -0.139294     0.020270
   -0.013514     -0.138255     0.023909
   -0.010395     -0.122922     0.018191
   -0.010915     -0.139034     0.020530
   -0.016632     -0.138514     0.022349
   -0.012734     -0.128119     0.022090
   -0.013254     -0.140334     0.022869
   -0.020530     -0.134876     0.019751
   -0.015333     -0.134356     0.025208
   -0.014813     -0.143192     0.024948
   -0.020270     -0.133057     0.019751
   -0.018971     -0.132797     0.022609
   -0.021050     -0.142672     0.023909
   -0.021050     -0.145271     0.024169
   -0.017412     -0.140334     0.023129
   -0.019491     -0.139294     0.023129
   -0.025468     -0.142672     0.023389
   -0.023649     -0.136435     0.022609
   -0.021310     -0.139554     0.027807
   -0.029106     -0.147090     0.027027
   -0.027547     -0.140334     0.020790
   -0.023389     -0.139034     0.020530
   -0.029366     -0.143192     0.019231
   -0.027287     -0.145531     0.021050
   -0.023389     -0.144751     0.026507
   -0.031185     -0.140074     0.025728
   -0.035603     -0.142413     0.022609
   -0.030406     -0.141633     0.022349
   -0.031445     -0.136435     0.019491
   -0.033524     -0.145271     0.020011
   -0.030406     -0.148390     0.022090
   -0.028327     -0.141113     0.021570
   -0.033524     -0.144492     0.025988
   -0.033264     -0.147610     0.029366
   -0.034044     -0.144492     0.028846
   -0.046778     -0.142413     0.025468
   -0.040021     -0.140074     0.020270
   -0.031185     -0.143712     0.018711
   -0.038462     -0.149169     0.020790
   -0.034824     -0.150989     0.023389
   -0.031705     -0.148650     0.029106
   -0.035603     -0.140074     0.029366
   -0.041320     -0.148650     0.026767
   -0.042880     -0.148130     0.027547
   -0.042360     -0.132018     0.018971
   -0.044439     -0.143192     0.015852
   -0.038722     -0.147610     0.019491
   -0.037422     -0.144232     0.020790
   -0.038722     -0.150729     0.023389
   -0.035343     -0.147610     0.027807
   -0.038722     -0.145011     0.030146
   -0.042360     -0.148650     0.025728
   -0.047298     -0.150989     0.024428
   -0.044959     -0.139554     0.021050
   -0.037162     -0.145791     0.017672
   -0.042880     -0.158005     0.022609
   -0.038982     -0.140853     0.020270
   -0.033004     -0.144232     0.019751
   -0.045738     -0.156706     0.024948
   -0.039501     -0.145791     0.023389
   -0.036123     -0.145531     0.022869
   -0.046258     -0.152288     0.022090
   -0.042620     -0.145271     0.018971
   -0.041320     -0.142932     0.017152
   -0.037942     -0.147870     0.015852
   -0.038462     -0.146051     0.015593
   -0.036643     -0.147090     0.016892
   -0.035083     -0.146311     0.019231
   -0.040021     -0.140074     0.020270
   -0.035343     -0.140074     0.017412
   -0.035603     -0.137475     0.013514
   -0.040021     -0.136435     0.010135
   -0.034824     -0.142413     0.011954
   -0.029366     -0.139554     0.016632
   -0.034564     -0.142672     0.016112
   -0.035083     -0.142153     0.017412
   -0.036643     -0.131758     0.015852
   -0.036383     -0.136695     0.014293
   -0.032225     -0.135656     0.012474
   -0.032745     -0.130718     0.006757
   -0.030146     -0.140074     0.014553
   -0.033004     -0.141633     0.015073
   -0.028327     -0.137995     0.013773
   -0.027027     -0.136955     0.015333
   -0.029106     -0.133837     0.009875
   -0.031705     -0.133057     0.010915
   -0.030146     -0.129679     0.009615
   -0.020790     -0.139814     0.010915
   -0.029106     -0.137215     0.010135
   -0.024169     -0.120583     0.008836
   -0.023649     -0.130978     0.010915
   -0.029626     -0.124221     0.006237
   -0.022609     -0.123701     0.006757
   -0.022869     -0.126820     0.006757
   -0.021830     -0.120583     0.004418
   -0.020011     -0.133057     0.006237
   -0.013773     -0.121882     0.005198
   -0.014033     -0.123182     0.004678
   -0.020270     -0.123961     0.006757
   -0.020790     -0.117464     0.007017
   -0.013254     -0.123182     0.008576
   -0.013254     -0.115126     0.006237
   -0.018971     -0.120583     0.003119
   -0.013773     -0.112787     0.001040
   -0.005977     -0.112787    -0.003378
   -0.004158     -0.123701     0.002079
   -0.009356     -0.116945     0.008316
   -0.003378     -0.109668     0.008316
   -0.008056     -0.106290     0.007536
   -0.011694     -0.109148     0.002599
   -0.004158     -0.104471    -0.000520
   -0.005717     -0.108109     0.001040
    0.001299     -0.103951    -0.000520
    0.003898     -0.108888     0.000000
    0.003378     -0.109668     0.005977
    0.003638     -0.099013     0.003638
    0.003898     -0.105770     0.003119
    0.003638     -0.100832     0.005717
    0.001299     -0.101092    -0.000260
    0.009356     -0.098234     0.003898
    0.006497     -0.097714     0.000780
    0.005457     -0.100053    -0.000780
    0.014813     -0.095375     0.003119
    0.014553     -0.094595    -0.003119
    0.008316     -0.096934     0.004418
    0.010915     -0.095635    -0.000780
    0.018971     -0.087319     0.002339
    0.010655     -0.090697     0.008056
    0.012734     -0.085240    -0.001040
    0.015593     -0.090177     0.003119
    0.019231     -0.088878    -0.001819
    0.024688     -0.085240     0.001040
    0.016112     -0.093556     0.002079
    0.028846     -0.074845     0.000780
    0.024428     -0.084200     0.007796
    0.022349     -0.084460     0.007017
    0.023909     -0.070946     0.003638
    0.023129     -0.077183    -0.001299
    0.033004     -0.072246    -0.000260
    0.024169     -0.079782     0.000000
    0.034824     -0.074325     0.002339
    0.038722     -0.074325     0.005717
    0.033004     -0.076404     0.004938
    0.033264     -0.069647     0.008056
    0.033004     -0.069907     0.008576
    0.036643     -0.061331     0.002859
    0.032745     -0.067828     0.001299
    0.037942     -0.063410    -0.000520
    0.044439     -0.059512     0.001559
    0.041580     -0.066788     0.004678
    0.042880     -0.071466     0.008316
    0.047557     -0.064709     0.010395
    0.045998     -0.051716     0.007536
    0.041580     -0.061851     0.008836
    0.046518     -0.057693     0.003638
    0.048857     -0.058992     0.006497
    0.047557     -0.052495     0.004678
    0.051456     -0.045219     0.000780
    0.047557     -0.062370     0.004938
    0.057693     -0.051716     0.007536
    0.059772     -0.051196     0.011954
    0.055614     -0.050416     0.008056
    0.060291     -0.045219     0.009875
    0.056653     -0.046778     0.008576
    0.056913     -0.045219     0.008056
    0.056133     -0.051975     0.009096
    0.067308     -0.036903     0.003378
    0.061851     -0.038462     0.005457
    0.060811     -0.042100     0.005457
    0.073805     -0.033264     0.007277
    0.068348     -0.044439     0.011435
    0.065229     -0.041840     0.012734
    0.065749     -0.036123     0.016112
    0.071986     -0.027807     0.008576
    0.067828     -0.030665     0.005717
    0.068348     -0.031445     0.007277
    0.078223     -0.022349     0.005977
    0.073805     -0.031965     0.011694
    0.074585     -0.022349     0.008576
    0.078223     -0.025468     0.012474
    0.077443     -0.027807     0.013514
    0.082121     -0.011435     0.010395
    0.077443     -0.019491     0.008836
    0.078223     -0.018191     0.003638
    0.084460     -0.017412     0.008056
    0.085240     -0.014553     0.008576
    0.087579     -0.011694     0.010655
    0.087059     -0.012474     0.009615
    0.094855     -0.009875     0.010915
    0.086019     -0.014813     0.012214
    0.086539     -0.005977     0.010915
    0.093816     -0.005198     0.011175
    0.087838     -0.001559     0.005198
    0.092516      0.000520     0.008836
    0.095895     -0.004158     0.010655
    0.096674      0.002339     0.009096
    0.093296     -0.002079     0.010915
    0.099793      0.004158     0.012994
    0.096934      0.003378     0.014033
    0.093036      0.002339     0.011694
    0.102911      0.012214     0.009615
    0.099273      0.006497     0.009096
    0.097714      0.011694     0.009096
    0.103171      0.015073     0.009615
    0.105250      0.017152     0.009875
    0.102392      0.015333     0.009875
    0.102911      0.014553     0.011694
    0.105510      0.025468     0.008576
    0.104990      0.020011     0.007277
    0.103171      0.019491     0.008576
    0.106290      0.027287     0.002599
    0.106030      0.029626     0.002339
    0.108109      0.025988     0.008056
    0.114606      0.025208     0.004158
    0.107069      0.029626     0.005198
    0.108629      0.029106     0.007536
    0.117984      0.030406     0.008576
    0.113046      0.030925     0.006237
    0.114086      0.033264     0.002339
    0.112787      0.035603     0.006237
    0.113046      0.042100     0.000260
    0.121103      0.037162     0.000780
    0.116425      0.039241     0.002079
    0.117464      0.040281     0.002859
    0.116165      0.028067     0.008056
    0.117464      0.050156     0.001819
    0.121882      0.044699     0.004418
    0.113566      0.036903     0.004678
    0.119284      0.057433    -0.004938
    0.123442      0.047557     0.000780
    0.115905      0.047298     0.003119
    0.118504      0.050416    -0.001040
    0.120323      0.056653    -0.002339
    0.117205      0.062630    -0.004938
    0.120063      0.050416    -0.001559
    0.120843      0.060811    -0.004678
    0.119284      0.060551    -0.003378
    0.118764      0.057693    -0.000260
    0.119543      0.070167    -0.008316
    0.120843      0.061591    -0.006237
    0.120323      0.066529    -0.004418
    0.121622      0.071466    -0.006237
    0.116945      0.063930    -0.003898
    0.116945      0.075624    -0.009096
    0.118244      0.070687    -0.009096
    0.113826      0.066009    -0.008836
    0.119284      0.079003    -0.013514
    0.120063      0.072766    -0.012214
    0.117464      0.074065    -0.014553
    0.119803      0.076664    -0.014293
    0.117724      0.075624    -0.010915
    0.114086      0.083161    -0.013514
    0.115126      0.078743    -0.012214
    0.115126      0.080302    -0.013773
    0.110188      0.084200    -0.014553
    0.114866      0.082121    -0.013773
    0.114606      0.089398    -0.020011
    0.107329      0.086279    -0.017932
    0.115905      0.087838    -0.019491
    0.111227      0.087319    -0.017672
    0.107329      0.081861    -0.015333
    0.113826      0.101092    -0.020011
    0.101352      0.082901    -0.013514
    0.102911      0.081342    -0.017932
    0.109148      0.108369    -0.025468
    0.101352      0.092256    -0.022609
    0.102651      0.093816    -0.023909
    0.101352      0.095895    -0.021050
    0.098234      0.090957    -0.020530
