STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : SAKARYA HENDEK ORMAN ISLETME MUD
EARTHQUAKE DATE         : 2017/07/20 22:31:09 (GMT)
EPICENTER COORDINATES   : 36.91980N-27.44350E
EARTHQUAKE DEPTH (km)   : 19.44
EARTHQUAKE MAGNITUDE    : 6.5 Mw
STATION ID              : 5405
STATION COORDINATES     : 40.79609N-30.73520E
STATION ALTITUDE (m)    : 173
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 101411
RECORD TIME             : 20/07/2017 22:31:58.000000 (GMT)
NUMBER OF DATA          : 42516
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 1.023915 (E-W) 1.107856 (U-D) 0.385138
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.068348     -0.105510     0.017932
    0.061591     -0.122662     0.022609
    0.076664     -0.115126     0.021310
    0.068867     -0.096154     0.007536
    0.067048     -0.115385     0.008316
    0.078743     -0.105510     0.003119
    0.063670     -0.119284     0.003119
    0.075104     -0.135916     0.012994
    0.078743     -0.107069     0.010655
    0.062630     -0.123442     0.017932
    0.079262     -0.110188     0.011435
    0.074065     -0.098234    -0.003378
    0.072246     -0.130458    -0.000260
    0.080562     -0.115385    -0.006237
    0.062111     -0.137995     0.011694
    0.076664     -0.133837     0.019751
    0.080302     -0.098753     0.007277
    0.066269     -0.123961     0.009615
    0.082901     -0.100572    -0.012474
    0.075104     -0.109928    -0.009615
    0.074845     -0.140593    -0.002339
    0.086019     -0.116945    -0.008056
    0.069387     -0.137995     0.009356
    0.076144     -0.120843    -0.002599
    0.079522     -0.113826     0.002599
    0.067048     -0.127340     0.002599
    0.081601     -0.098493    -0.017152
    0.078223     -0.136176     0.002339
    0.077963     -0.124741    -0.009356
    0.086279     -0.115645    -0.007536
    0.068608     -0.137475     0.001819
    0.075364     -0.103951    -0.021050
    0.074065     -0.143192    -0.000520
    0.075884     -0.118764    -0.012734
    0.088358     -0.101352    -0.019751
    0.070167     -0.148390     0.002599
    0.079003     -0.101092    -0.020270
    0.076924     -0.131758    -0.001040
    0.072246     -0.128119    -0.004938
    0.078743     -0.091737    -0.024169
    0.063150     -0.143712    -0.002079
    0.080562     -0.093036    -0.029886
    0.076924     -0.115905    -0.017672
    0.072506     -0.147350    -0.001819
    0.091217     -0.086799    -0.024428
    0.063150     -0.143452    -0.002599
    0.075624     -0.108369    -0.019231
    0.079522     -0.085240    -0.021830
    0.056133     -0.145531     0.000520
    0.089658     -0.083161    -0.028586
    0.061851     -0.120843    -0.018191
    0.063670     -0.130198    -0.017152
    0.093556     -0.080302    -0.029366
    0.041840     -0.147610    -0.002599
    0.086019     -0.091477    -0.022090
    0.079262     -0.081342    -0.023389
    0.027807     -0.140334    -0.004418
    0.091996     -0.075884    -0.023129
    0.056133     -0.107069    -0.015333
    0.052755     -0.113566    -0.024169
    0.089398     -0.080042    -0.035863
    0.030406     -0.132277    -0.017412
    0.064969     -0.108369    -0.014813
    0.073285     -0.091477     0.000780
    0.036903     -0.091737    -0.007536
    0.075884     -0.076144    -0.023389
    0.059252     -0.081601    -0.027287
    0.041061     -0.074845    -0.045219
    0.057693     -0.108369    -0.022609
    0.048597     -0.093556    -0.029106
    0.049637     -0.091737    -0.031965
    0.048597     -0.122662     0.007536
    0.055874     -0.059772    -0.012994
    0.049377     -0.071726    -0.010135
    0.037942     -0.081601    -0.008836
    0.058472     -0.045998    -0.047298
    0.030925     -0.104990    -0.027807
    0.029366     -0.092776    -0.023129
    0.061331     -0.071986    -0.029106
    0.025468     -0.094335    -0.007536
    0.031705     -0.050936    -0.018191
    0.047557     -0.070687    -0.023129
    0.023129     -0.077443    -0.020790
    0.029886     -0.057953    -0.025208
    0.028846     -0.092256    -0.007796
    0.027547     -0.049377    -0.017412
    0.021830     -0.051716    -0.031965
    0.022609     -0.088098    -0.025728
    0.032225     -0.055094    -0.028067
    0.007796     -0.086539     0.001040
    0.017152     -0.078223     0.015073
    0.030925     -0.027287    -0.012734
    0.004158     -0.043919    -0.026767
    0.010395     -0.063410    -0.037162
    0.018711     -0.074585    -0.038982
   -0.001819     -0.059772    -0.020270
   -0.001040     -0.069387     0.001299
    0.007536     -0.071986     0.000260
   -0.002599     -0.015852    -0.017412
   -0.001299     -0.042620    -0.013773
    0.011694     -0.065489    -0.013514
   -0.005717     -0.023649    -0.028067
   -0.017932     -0.059252    -0.016892
    0.000520     -0.062630    -0.014033
   -0.020790     -0.022609    -0.024428
   -0.035603     -0.052495    -0.011435
    0.003119     -0.034824    -0.020270
   -0.014033     -0.018971    -0.024688
   -0.036383     -0.061331    -0.009875
    0.004158     -0.036643    -0.022869
   -0.023649     -0.037682    -0.012474
   -0.056913     -0.056133     0.001819
   -0.010655     -0.009096    -0.014553
   -0.037942     -0.016892    -0.016372
   -0.059772     -0.029886    -0.026507
   -0.009356     -0.017412    -0.036383
   -0.044959     -0.049896    -0.019231
   -0.054054     -0.048077    -0.007796
   -0.017932     -0.028327    -0.008056
   -0.056133     -0.031185    -0.009875
   -0.060811     -0.020270    -0.013514
   -0.038202     -0.007536    -0.022090
   -0.061331     -0.013514    -0.028327
   -0.066788     -0.027547    -0.021050
   -0.041320     -0.015593    -0.025728
   -0.064190     -0.028586    -0.023129
   -0.071986     -0.036383    -0.006237
   -0.037942     -0.000260    -0.022349
   -0.076664     -0.029886    -0.024428
   -0.076144     -0.028067    -0.010395
   -0.042100      0.009096    -0.021830
   -0.096674     -0.028327    -0.015593
   -0.079522     -0.006497    -0.018451
   -0.045478      0.013773    -0.035603
   -0.099793     -0.035603    -0.021310
   -0.074325     -0.014553    -0.016632
   -0.055874      0.003638    -0.022090
   -0.110448     -0.029626    -0.013514
   -0.076664     -0.005977    -0.016632
   -0.065229      0.015073    -0.024688
   -0.114606     -0.020011    -0.018971
   -0.079003      0.001819    -0.020011
   -0.075884      0.022349    -0.033264
   -0.114346     -0.028327    -0.024948
   -0.078743     -0.001819    -0.024948
   -0.088878      0.018971    -0.033524
   -0.118504     -0.029366    -0.012734
   -0.080562      0.013254    -0.022090
   -0.093816      0.024169    -0.030146
   -0.115126     -0.018711    -0.014813
   -0.086019      0.040021    -0.038462
   -0.105250      0.024688    -0.040801
   -0.113046     -0.020270    -0.026248
   -0.093556      0.042360    -0.036383
   -0.119803      0.008056    -0.021830
   -0.104471     -0.001299    -0.022869
   -0.092256      0.055354    -0.040541
   -0.122922      0.005977    -0.026507
   -0.099273      0.022609    -0.036123
   -0.108369      0.045738    -0.041320
   -0.127080      0.004418    -0.023389
   -0.098234      0.037942    -0.038202
   -0.124221      0.035863    -0.036903
   -0.116685      0.020790    -0.032485
   -0.093556      0.052235    -0.051196
   -0.134097      0.027287    -0.037682
   -0.106550      0.024948    -0.033524
   -0.101352      0.042880    -0.040801
   -0.141113      0.024948    -0.026767
   -0.102651      0.051196    -0.033784
   -0.118504      0.058992    -0.041320
   -0.132537      0.041320    -0.043659
   -0.094075      0.060551    -0.055874
   -0.128379      0.038982    -0.048337
   -0.119803      0.024688    -0.039761
   -0.104471      0.059252    -0.038982
   -0.134097      0.051716    -0.028846
   -0.113826      0.056653    -0.034564
   -0.115905      0.081601    -0.049637
   -0.123182      0.051975    -0.048077
   -0.114606      0.050416    -0.048857
   -0.122922      0.067308    -0.048077
   -0.116945      0.055874    -0.040281
   -0.121103      0.065489    -0.042620
   -0.119543      0.068088    -0.041061
   -0.114606      0.072506    -0.043919
   -0.126820      0.080562    -0.045738
   -0.117984      0.076664    -0.040021
   -0.115385      0.081601    -0.054054
   -0.121363      0.067308    -0.046518
   -0.114086      0.082121    -0.044179
   -0.122142      0.083940    -0.050676
   -0.122402      0.063670    -0.025728
   -0.116425      0.111747    -0.049637
   -0.114606      0.092516    -0.054574
   -0.113306      0.073545    -0.036643
   -0.122922      0.107329    -0.063150
   -0.112787      0.065229    -0.035083
   -0.115126      0.105510    -0.041061
   -0.120063      0.107589    -0.058472
   -0.108888      0.068867    -0.025988
   -0.119024      0.140853    -0.058992
   -0.111487      0.085240    -0.043659
   -0.110448      0.092516    -0.034044
   -0.115126      0.132018    -0.059772
   -0.110448      0.064709    -0.020011
   -0.113306      0.141373    -0.046778
   -0.104471      0.108369    -0.042620
   -0.114086      0.092256    -0.029366
   -0.104990      0.157485    -0.066269
   -0.102911      0.073285    -0.026248
   -0.111487      0.135656    -0.041840
   -0.089138      0.121363    -0.040021
   -0.110708      0.089658    -0.019491
   -0.097194      0.176197    -0.062111
   -0.087838      0.078223    -0.023649
   -0.115126      0.133057    -0.037422
   -0.078223      0.149689    -0.045998
   -0.101352      0.080822    -0.011435
   -0.102651      0.183733    -0.052495
   -0.074325      0.098234    -0.022349
   -0.112007      0.121103    -0.031185
   -0.069647      0.170739    -0.047038
   -0.084980      0.081342    -0.007017
   -0.106030      0.175937    -0.043399
   -0.057433      0.130978    -0.022609
   -0.099793      0.126820    -0.030665
   -0.071466      0.167101    -0.044699
   -0.069127      0.093556    -0.003378
   -0.090957      0.175677    -0.031445
   -0.049896      0.131758    -0.011435
   -0.093556      0.141113    -0.023389
   -0.060551      0.178016    -0.037682
   -0.061071      0.101352    -0.010135
   -0.080822      0.179575    -0.035603
   -0.036383      0.126820    -0.008056
   -0.081861      0.140853    -0.017152
   -0.045478      0.187891    -0.027027
   -0.050676      0.113306    -0.008056
   -0.071466      0.178276    -0.024948
   -0.030146      0.140853    -0.004418
   -0.064190      0.150989    -0.018711
   -0.036903      0.174118    -0.013773
   -0.049377      0.124481    -0.005977
   -0.047038      0.172298    -0.017932
   -0.027807      0.138774     0.006757
   -0.052235      0.164242    -0.012994
   -0.016892      0.160604    -0.002859
   -0.045998      0.138774    -0.000520
   -0.021830      0.187111    -0.016892
   -0.015852      0.137735     0.002599
   -0.041580      0.164502    -0.014553
   -0.001040      0.161384    -0.002339
   -0.032225      0.144751     0.009356
   -0.012994      0.180095    -0.001819
   -0.011694      0.155147     0.008576
   -0.019231      0.178276    -0.004678
    0.003638      0.161384    -0.007536
   -0.011435      0.147610     0.002599
    0.007017      0.170219     0.000780
   -0.007277      0.153587     0.012214
    0.004418      0.174118     0.005717
    0.008316      0.176456    -0.003378
    0.007796      0.153847     0.008576
    0.021830      0.162683     0.002859
    0.005977      0.161643     0.010135
    0.031445      0.158525     0.015593
    0.012994      0.173078     0.011435
    0.020270      0.165542     0.009096
    0.034044      0.169440     0.001040
    0.017932      0.165542     0.011954
    0.044959      0.150989     0.009875
    0.028067      0.163723     0.017412
    0.037942      0.161903     0.015073
    0.053535      0.168660     0.012994
    0.031965      0.159305     0.021570
    0.053275      0.161124     0.007017
    0.052755      0.163982     0.023389
    0.045738      0.155666     0.012474
    0.063410      0.168140     0.016632
    0.046258      0.150469     0.026248
    0.062370      0.167361     0.004678
    0.073545      0.151508     0.027027
    0.057953      0.143712     0.018451
    0.081601      0.172039     0.018711
    0.065489      0.145271     0.025728
    0.075884      0.169180     0.009356
    0.082641      0.151508     0.021050
    0.072506      0.143192     0.019231
    0.094855      0.162683     0.021310
    0.077443      0.130978     0.030406
    0.092776      0.161903     0.017412
    0.093036      0.150729     0.019751
    0.084460      0.136955     0.023649
    0.101092      0.157745     0.012474
    0.096674      0.134356     0.027547
    0.102132      0.143452     0.025728
    0.102392      0.148130     0.020790
    0.107069      0.137475     0.026507
    0.111227      0.145271     0.014033
    0.111747      0.131758     0.026507
    0.106290      0.131498     0.021310
    0.113826      0.141633     0.020011
    0.117464      0.126040     0.032225
    0.119803      0.138255     0.020530
    0.120583      0.133317     0.024948
    0.115645      0.128639     0.015333
    0.137215      0.128119     0.016112
    0.119803      0.101352     0.028327
    0.130978      0.128639     0.020530
    0.132797      0.117984     0.032745
    0.116945      0.123442     0.022090
    0.144232      0.137475     0.013254
    0.126040      0.102392     0.019491
    0.141113      0.122402     0.011435
    0.142932      0.102392     0.024688
    0.128379      0.104990     0.018191
    0.148390      0.116685     0.018451
    0.132537      0.096154     0.023909
    0.143972      0.122142     0.007796
    0.146051      0.100053     0.015073
    0.139294      0.098234     0.010395
    0.152028      0.103951     0.016112
    0.139814      0.076144     0.021570
    0.152028      0.093036     0.013254
    0.150209      0.089658     0.022869
    0.145011      0.086279     0.015333
    0.151248      0.085759     0.015333
    0.144232      0.079782     0.012474
    0.156706      0.075624     0.008576
    0.145271      0.067048     0.017672
    0.149949      0.085759     0.005457
    0.157485      0.065749     0.010395
    0.143452      0.061331     0.012214
    0.155926      0.064190     0.008836
    0.153327      0.042360     0.022090
    0.149949      0.076404     0.011954
    0.147870      0.067048     0.006757
    0.141633      0.055874     0.001819
    0.149949      0.068348    -0.003119
    0.155147      0.038722     0.005977
    0.152028      0.051456     0.005977
    0.146831      0.054314     0.007017
    0.147870      0.043140     0.006237
    0.149689      0.050936     0.005977
    0.145271      0.037422     0.004158
    0.144751      0.042620     0.001559
    0.142672      0.046518     0.001559
    0.143972      0.038202    -0.002079
    0.146311      0.034564    -0.002339
    0.143452      0.025208    -0.001819
    0.143712      0.017932    -0.003378
    0.137475      0.014553     0.002079
    0.140853      0.020011     0.006237
    0.139294      0.020270     0.002859
    0.132277      0.010655     0.005457
    0.134876      0.014033    -0.000260
    0.131238      0.015593    -0.008056
    0.132797      0.012994    -0.008316
    0.133317      0.011954    -0.012214
    0.131758     -0.001299    -0.003898
    0.126560     -0.007796     0.004158
    0.127080     -0.000260     0.001299
    0.126040      0.000260     0.001299
    0.114606     -0.001299    -0.010395
    0.123182     -0.007536    -0.015333
    0.120843     -0.021310    -0.008056
    0.119284     -0.014553    -0.008576
    0.120843     -0.017412    -0.004158
    0.105770     -0.020270    -0.003898
    0.110448     -0.011175    -0.008836
    0.110708     -0.024948    -0.009615
    0.107849     -0.030146    -0.012994
    0.103431     -0.028327    -0.012214
    0.103431     -0.032485    -0.007796
    0.106030     -0.034304    -0.005717
    0.092776     -0.033524    -0.006497
    0.100313     -0.032225    -0.012214
    0.096414     -0.040541    -0.013514
    0.088878     -0.043399    -0.012214
    0.095375     -0.045738    -0.010135
    0.087838     -0.056913    -0.003378
    0.085500     -0.054314    -0.001819
    0.085240     -0.051975    -0.003898
    0.081342     -0.056653    -0.010135
    0.083940     -0.051975    -0.017152
    0.086539     -0.065749    -0.015593
    0.075364     -0.080042    -0.007017
    0.073285     -0.075104     0.000000
    0.071206     -0.071206     0.001299
    0.062370     -0.067048    -0.001299
    0.068348     -0.066788    -0.012474
    0.067568     -0.075364    -0.019231
    0.065229     -0.094335    -0.011954
    0.068608     -0.094855    -0.003898
    0.063670     -0.089398     0.005717
    0.047298     -0.089917     0.006757
    0.044959     -0.076664    -0.005717
    0.052755     -0.086279    -0.011435
    0.049377     -0.102132    -0.011954
    0.052235     -0.107849    -0.009875
    0.050676     -0.111227    -0.003119
    0.044439     -0.105770     0.003378
    0.041580     -0.104730     0.005457
    0.038202     -0.100572    -0.001040
    0.036123     -0.107589    -0.001819
    0.037422     -0.114346    -0.000520
    0.037682     -0.113566    -0.003119
    0.030925     -0.120323    -0.000780
    0.031965     -0.120063     0.001819
    0.028067     -0.124221     0.003119
    0.024169     -0.130198     0.004678
    0.031445     -0.126300     0.003119
    0.028586     -0.122402     0.002339
    0.022869     -0.131758     0.004938
    0.017672     -0.143972     0.007277
    0.018191     -0.138255     0.009875
    0.019491     -0.135656     0.010655
    0.012214     -0.135916     0.006757
    0.014813     -0.135916    -0.000260
    0.016112     -0.148650    -0.000260
    0.012734     -0.155666     0.006497
    0.012474     -0.155926     0.012474
    0.010135     -0.154627     0.017672
    0.002599     -0.152548     0.019491
   -0.001040     -0.147870     0.012474
    0.005457     -0.147350     0.005198
    0.002599     -0.161384     0.003898
   -0.000520     -0.175677     0.005977
    0.003378     -0.172039     0.014813
    0.000000     -0.163723     0.023649
   -0.002859     -0.172558     0.025208
   -0.009096     -0.164762     0.021830
   -0.010655     -0.158005     0.014813
   -0.001819     -0.175417     0.010915
   -0.006757     -0.176456     0.011954
   -0.009875     -0.173338     0.014293
   -0.004678     -0.177236     0.019751
   -0.015852     -0.176456     0.023909
   -0.019491     -0.178795     0.026248
   -0.008316     -0.183213     0.025728
   -0.012214     -0.178276     0.018971
   -0.016372     -0.180615     0.020011
   -0.014553     -0.192569     0.023129
   -0.017152     -0.187631     0.024169
   -0.018191     -0.181134     0.027547
   -0.021570     -0.183733     0.026767
   -0.023649     -0.185032     0.026507
   -0.019231     -0.185032     0.019231
   -0.019231     -0.196467     0.016892
   -0.017152     -0.203744     0.027027
   -0.018971     -0.198286     0.033004
   -0.032485     -0.200105     0.037682
   -0.028327     -0.184513     0.032485
   -0.023129     -0.179575     0.024428
   -0.031185     -0.198286     0.021830
   -0.024688     -0.192309     0.016112
   -0.020270     -0.205043     0.021830
   -0.025208     -0.218816     0.033004
   -0.028067     -0.199845     0.038202
   -0.031445     -0.199845     0.041320
   -0.030665     -0.194908     0.034304
   -0.032485     -0.189970     0.027287
   -0.033004     -0.200885     0.022349
   -0.027027     -0.201665     0.019491
   -0.029106     -0.209981     0.027287
   -0.033004     -0.212320     0.030406
   -0.030665     -0.200885     0.035343
   -0.031705     -0.197766     0.036903
   -0.035083     -0.203224     0.030925
   -0.034304     -0.206602     0.029886
   -0.028327     -0.207642     0.026767
   -0.030146     -0.218297     0.031445
   -0.037942     -0.215178     0.031445
   -0.032225     -0.201665     0.030925
   -0.033524     -0.212060     0.039241
   -0.042360     -0.212579     0.034564
   -0.033524     -0.198546     0.027807
   -0.028586     -0.205303     0.025468
   -0.033264     -0.219336     0.028846
   -0.031185     -0.219856     0.035863
   -0.031965     -0.205043     0.033784
   -0.035863     -0.201405     0.033524
   -0.038982     -0.206602     0.032485
   -0.037422     -0.205043     0.026767
   -0.032225     -0.212839     0.027807
   -0.033264     -0.215958     0.028846
   -0.030925     -0.216997     0.027807
   -0.028327     -0.218297     0.031705
   -0.034564     -0.211540     0.035863
   -0.038202     -0.212839     0.033784
   -0.038202     -0.206602     0.030146
   -0.033004     -0.198286     0.026767
   -0.033524     -0.208161     0.024948
   -0.034044     -0.216218     0.026767
   -0.025728     -0.209721     0.025468
   -0.028846     -0.213359     0.027807
   -0.031705     -0.215438     0.032225
   -0.030925     -0.196207     0.029106
   -0.034304     -0.196467     0.028067
   -0.034824     -0.202964     0.026248
   -0.039501     -0.201145     0.021570
   -0.033004     -0.204263     0.018191
   -0.027287     -0.196467     0.015333
   -0.031445     -0.196987     0.016892
   -0.022090     -0.197766     0.020270
   -0.023649     -0.190750     0.025468
   -0.035343     -0.192049     0.026507
   -0.035603     -0.185812     0.020011
   -0.036383     -0.181654     0.012474
   -0.029626     -0.188151     0.006497
   -0.024428     -0.193348     0.007796
   -0.026767     -0.191269     0.014553
   -0.023649     -0.185552     0.018711
   -0.029626     -0.183473     0.020530
   -0.033264     -0.180874     0.020011
   -0.031445     -0.176716     0.013514
   -0.034824     -0.175417     0.007536
   -0.032225     -0.177496     0.004418
   -0.024688     -0.182694     0.007017
   -0.023909     -0.182953     0.012734
   -0.028067     -0.175677     0.013514
   -0.028586     -0.168140     0.013254
   -0.032485     -0.159045     0.008316
   -0.032485     -0.159305     0.003638
   -0.030925     -0.164502     0.005717
   -0.033524     -0.158785     0.004418
   -0.029366     -0.155926     0.002339
   -0.031705     -0.157485     0.002599
   -0.031185     -0.149689     0.001040
   -0.028327     -0.142932     0.003898
   -0.031185     -0.148130     0.007017
   -0.031185     -0.147090     0.003638
   -0.034564     -0.138255     0.002079
   -0.034304     -0.134097    -0.001819
   -0.035083     -0.135136    -0.005977
   -0.036123     -0.136435    -0.005457
   -0.030406     -0.130978    -0.006497
   -0.034824     -0.135656     0.000260
   -0.035863     -0.134356     0.006237
   -0.029366     -0.121882     0.004418
   -0.035603     -0.116425    -0.000260
   -0.039761     -0.107849    -0.007017
   -0.036123     -0.114866    -0.005457
   -0.038462     -0.115905    -0.003898
   -0.034304     -0.100832    -0.008836
   -0.033004     -0.102132    -0.007796
   -0.042360     -0.098753    -0.005457
   -0.037162     -0.104730    -0.001819
   -0.036123     -0.098234    -0.003119
   -0.042100     -0.083161    -0.010135
   -0.036123     -0.102132    -0.002859
   -0.038722     -0.094335    -0.002079
   -0.043659     -0.080302    -0.007277
   -0.036383     -0.080302    -0.001559
   -0.038462     -0.068348    -0.007017
   -0.045738     -0.073025    -0.011175
   -0.040541     -0.068867    -0.010655
   -0.040021     -0.064449    -0.011954
   -0.043399     -0.074845    -0.003638
   -0.034824     -0.060551    -0.001819
   -0.039501     -0.049377    -0.005977
   -0.052755     -0.060032    -0.000780
   -0.045738     -0.050936    -0.002599
   -0.041320     -0.038462    -0.011435
   -0.044959     -0.042360    -0.008056
   -0.045738     -0.037942    -0.004158
   -0.046518     -0.040801    -0.001040
   -0.043140     -0.036383     0.000780
   -0.046778     -0.017932    -0.006497
   -0.048857     -0.023129    -0.007536
   -0.045219     -0.023389    -0.005977
   -0.045998     -0.020530    -0.002599
   -0.044439     -0.020270     0.000260
   -0.046518     -0.004418    -0.003378
   -0.046778     -0.003898    -0.004158
   -0.045478     -0.001559    -0.001299
   -0.049117     -0.001040     0.003638
   -0.045478      0.002599     0.002599
   -0.043919      0.019751    -0.002079
   -0.050676      0.010655     0.003119
   -0.049117      0.013254     0.005198
   -0.046778      0.022090     0.002339
   -0.047298      0.025728     0.001040
   -0.044699      0.035863     0.000520
   -0.046778      0.025728     0.008576
   -0.050936      0.038462     0.008056
   -0.051196      0.048597     0.003898
   -0.050416      0.043659     0.007277
   -0.048597      0.060032     0.002339
   -0.048337      0.049637     0.004158
   -0.050416      0.044699     0.010135
   -0.047038      0.058732     0.009096
   -0.047817      0.061851     0.012214
   -0.049896      0.074845     0.010655
   -0.048337      0.070946     0.009356
   -0.050936      0.067308     0.010395
   -0.048077      0.083940     0.006757
   -0.048077      0.081082     0.009356
   -0.047038      0.082381     0.014033
   -0.045219      0.089138     0.016892
   -0.052235      0.093816     0.018191
   -0.050936      0.107849     0.012214
   -0.048337      0.099793     0.011694
   -0.046518      0.098493     0.013514
   -0.047038      0.114346     0.012214
   -0.051716      0.116945     0.017672
   -0.048597      0.123182     0.014813
   -0.046778      0.123961     0.011954
   -0.048597      0.125521     0.013514
   -0.047038      0.128379     0.011954
   -0.044959      0.120323     0.020530
   -0.045219      0.131758     0.020530
   -0.045738      0.143972     0.020270
   -0.047817      0.146571     0.022349
   -0.049637      0.153068     0.013773
   -0.050676      0.147870     0.016372
   -0.046258      0.156706     0.012734
   -0.037422      0.161903     0.011694
   -0.041580      0.154627     0.018971
   -0.047038      0.162943     0.017152
   -0.045998      0.161903     0.023649
   -0.046258      0.171259     0.022349
   -0.042360      0.185292     0.016372
   -0.044439      0.181914     0.016892
   -0.050156      0.187371     0.011175
   -0.040541      0.186592     0.013254
   -0.035863      0.189970     0.016112
   -0.045478      0.194388     0.014813
   -0.041840      0.192309     0.018711
   -0.040541      0.203484     0.016892
   -0.048077      0.201665     0.016372
   -0.039761      0.205563     0.016372
   -0.041061      0.214399     0.012734
   -0.042360      0.207902     0.014553
   -0.035083      0.215958     0.016372
   -0.042100      0.218037     0.015593
   -0.037942      0.219076     0.013254
   -0.037682      0.226093     0.012214
   -0.042360      0.223234     0.014553
   -0.035343      0.229471     0.015333
   -0.041840      0.232330     0.014813
   -0.040281      0.232850     0.014033
   -0.035603      0.238827     0.010135
   -0.037682      0.237268     0.009096
   -0.034044      0.239347     0.008316
   -0.036643      0.243245     0.004158
   -0.034304      0.238567     0.010915
   -0.033524      0.246104     0.011954
   -0.037682      0.255459     0.007017
   -0.038982      0.251821     0.006237
   -0.040021      0.256239     0.000000
   -0.035343      0.251041     0.003378
   -0.029626      0.251041     0.004158
   -0.030925      0.259097     0.002079
   -0.036643      0.256758     0.004158
   -0.031965      0.263515     0.001819
   -0.035863      0.258837     0.005198
   -0.038722      0.263515    -0.001559
   -0.028067      0.268973    -0.005198
   -0.036643      0.259877    -0.000520
   -0.032745      0.270272    -0.007017
   -0.027027      0.265334    -0.005198
   -0.035603      0.268453    -0.006757
   -0.030406      0.274690    -0.009875
   -0.033004      0.262216    -0.002599
   -0.028586      0.274690    -0.009356
   -0.024948      0.269233    -0.008836
   -0.035083      0.265075    -0.004418
   -0.031445      0.277029    -0.012474
   -0.030146      0.270012    -0.009096
   -0.030406      0.280667    -0.011694
   -0.028067      0.274430    -0.015593
   -0.032225      0.263775    -0.010655
   -0.030665      0.279888    -0.016892
   -0.025208      0.268453    -0.018971
   -0.025468      0.267673    -0.016372
   -0.030146      0.280667    -0.018191
   -0.032225      0.269752    -0.016632
   -0.029626      0.273650    -0.017412
   -0.027807      0.277809    -0.022090
   -0.024948      0.267413    -0.023909
   -0.024169      0.270792    -0.023649
   -0.027547      0.268973    -0.023909
   -0.028067      0.264815    -0.022090
   -0.025988      0.269752    -0.020011
   -0.025728      0.270272    -0.022609
   -0.025728      0.274170    -0.026767
   -0.027027      0.271312    -0.032225
   -0.026507      0.258318    -0.033264
   -0.021570      0.253640    -0.025988
   -0.021050      0.260137    -0.026507
   -0.022090      0.264035    -0.026507
   -0.024688      0.258578    -0.024428
   -0.027807      0.257798    -0.032225
   -0.027027      0.252860    -0.034304
   -0.022869      0.249742    -0.034304
   -0.016632      0.250781    -0.036903
   -0.017932      0.244025    -0.029366
   -0.023129      0.250521    -0.028586
   -0.027547      0.249742    -0.033524
   -0.025728      0.241945    -0.033264
   -0.020270      0.246363    -0.035863
   -0.019751      0.240646    -0.038982
   -0.017412      0.234409    -0.038462
   -0.019751      0.231031    -0.034044
   -0.018191      0.229991    -0.032745
   -0.011435      0.234149    -0.032745
   -0.023389      0.230771    -0.033524
   -0.027807      0.225313    -0.037942
   -0.015593      0.217257    -0.040281
   -0.016112      0.209721    -0.042880
   -0.014293      0.205823    -0.040541
   -0.009356      0.200885    -0.034304
   -0.016632      0.207122    -0.034824
   -0.017412      0.208161    -0.034824
   -0.014033      0.199326    -0.036123
   -0.021050      0.200105    -0.041840
   -0.017672      0.191789    -0.043399
   -0.004158      0.184253    -0.041320
   -0.013514      0.183993    -0.037682
   -0.011954      0.184513    -0.038722
    0.001559      0.185552    -0.039761
   -0.017672      0.174897    -0.038462
   -0.015852      0.174377    -0.040801
   -0.002079      0.176456    -0.041061
   -0.011694      0.169960    -0.038982
   -0.002859      0.170739    -0.037422
   -0.002859      0.167881    -0.036903
   -0.015073      0.166581    -0.038462
   -0.003638      0.160864    -0.041840
   -0.003378      0.149689    -0.039241
   -0.009096      0.152808    -0.037682
    0.002339      0.154367    -0.041840
   -0.000520      0.138514    -0.037162
   -0.009875      0.137735    -0.035603
    0.003378      0.139294    -0.037942
    0.002339      0.121622    -0.032225
   -0.007796      0.126820    -0.031185
    0.006497      0.125261    -0.033524
    0.000260      0.109928    -0.030146
   -0.007796      0.114346    -0.031705
    0.009875      0.110188    -0.035603
    0.003638      0.106550    -0.034564
   -0.006497      0.107329    -0.035083
    0.009096      0.102911    -0.033004
    0.006237      0.096934    -0.028846
   -0.002859      0.094075    -0.031445
    0.011175      0.089917    -0.031445
    0.004678      0.075884    -0.025728
   -0.001299      0.078743    -0.028586
    0.014553      0.082121    -0.034304
    0.006237      0.074065    -0.029366
    0.001819      0.076404    -0.026248
    0.014033      0.065749    -0.029366
    0.009875      0.061331    -0.026248
    0.006237      0.070946    -0.029106
    0.016112      0.048857    -0.029366
    0.009615      0.038462    -0.021050
    0.003638      0.051975    -0.022090
    0.020270      0.041840    -0.021310
    0.012994      0.040541    -0.017672
    0.002079      0.046518    -0.022090
    0.018451      0.033784    -0.028327
    0.011694      0.026507    -0.025208
    0.008576      0.028586    -0.019491
    0.025988      0.022349    -0.019491
    0.013773      0.014553    -0.015852
